CustomerID,CustomerName,Gender,Age,City,Country,CustomerSegment,JoinDate,LoyaltyMember
C10054,Zara Ahmed,Female,50,Chicago,USA,Regular,2023-09-09,True
C10055,Tariq Johnson,Female,53,Faisalabad,Pakistan,New,2022-03-07,False
C10056,Sara Malik,Male,63,Karachi,Pakistan,Regular,2025-08-17,False
C10057,Daniel Wilson,Male,38,Vancouver,Canada,New,2022-06-06,False
C10058,Faisal Smith,Female,63,Doha,Qatar,Premium,2025-08-27,True
C10059,Emily Siddiqui,Female,55,London,UK,Regular,2023-12-28,True
C10060,Hassan Clark,Male,64,New York,USA,Regular,2025-08-06,False
C10061,Sara Clark,Male,30,Riyadh,Saudi Arabia,Regular,2022-06-14,True
C10062,Noor Wilson,Female,65,Abu Dhabi,UAE,Premium,2024-12-05,True
C10063,Emily Miller,Female,38,London,UK,New,2025-08-18,False
C10064,Emily Chaudhry,Female,30,Manchester,UK,New,2025-05-18,False
C10065,David Farooq,Male,62,Doha,Qatar,Premium,2022-06-16,False
C10066,Zara Siddiqui,Female,43,Jeddah,Saudi Arabia,VIP,2025-03-10,True
C10067,Fatima Davis,Female,65,Islamabad,Pakistan,Regular,2023-04-27,False
C10068,Bilal Siddiqui,Male,33,Jeddah,Saudi Arabia,Regular,2025-09-08,True
C10069,Noor Smith,Female,24,Faisalabad,Pakistan,Premium,2021-03-01,True
C10070,Sana Shah,Female,38,New York,USA,Regular,2024-01-25,True
C10071,Amina Malik,Male,44,Riyadh,Saudi Arabia,New,2025-03-02,False
C10072,Ava Farooq,Male,18,Dubai,UAE,Regular,2024-10-04,False
C10073,John Anderson,Female,26,Madrid,Spain,New,2023-08-09,True
C10074,Hina Davis,Female,63,London,UK,Regular,2021-12-11,False
C10075,Hina Lewis,Female,70,Abu Dhabi,UAE,Regular,2025-06-03,False
C10076,Bilal Miller,Female,33,Dubai,UAE,Regular,2021-07-08,False
C10077,Zara Clark,Male,34,London,UK,Premium,2023-12-08,True
C10078,Zara Iqbal,Female,61,Madrid,Spain,Premium,2021-12-25,False
C10079,Fatima Lewis,Male,32,Doha,Qatar,New,2021-08-05,False
C10080,Noor Anderson,Female,66,Manchester,UK,Premium,2025-11-27,True
C10081,Emma Ahmed,Female,51,Vancouver,Canada,Premium,2022-02-19,True
C10082,Daniel Wilson,Male,54,Chicago,USA,Premium,2021-03-11,False
C10083,Michael Clark,Female,23,Abu Dhabi,UAE,New,2021-08-26,True
C10084,Imran Williams,Female,54,Multan,Pakistan,Regular,2024-08-22,False
C10085,Hassan Khan,Male,55,Berlin,Germany,Regular,2021-07-12,True
C10086,Ava Ahmed,Female,20,Karachi,Pakistan,Regular,2025-03-25,True
C10087,Daniel Brown,Female,42,Manchester,UK,Regular,2024-11-22,True
C10088,Hina Anderson,Female,51,Faisalabad,Pakistan,Regular,2023-04-27,True
C10089,Kamran Anderson,Female,52,Doha,Qatar,Regular,2021-04-08,False
C10090,Hassan Shah,Male,20,Multan,Pakistan,VIP,2023-07-20,True
C10091,Ahmed Siddiqui,Male,46,Abu Dhabi,UAE,Premium,2022-12-28,True
C10092,Tariq Davis,Male,52,Karachi,Pakistan,Regular,2022-01-05,False
C10093,Omar Clark,Female,33,Toronto,Canada,Regular,2022-03-22,True
C10094,Hassan Malik,Male,58,Doha,Qatar,Premium,2024-09-16,True
C10095,Olivia Wilson,Female,62,Berlin,Germany,Regular,2023-03-10,False
C10096,Sana Butt,Male,37,Chicago,USA,New,2022-03-26,False
C10097,Noor Williams,Male,42,Chicago,USA,Regular,2021-04-11,True
C10098,Ahmed Anderson,Male,21,Manchester,UK,Regular,2024-11-20,True
C10099,Olivia Clark,Male,48,Abu Dhabi,UAE,Regular,2021-06-10,True
C10100,Sophia Siddiqui,Female,33,Abu Dhabi,UAE,Premium,2022-12-07,False
C10101,Omar Farooq,Female,47,Chicago,USA,Premium,2022-06-10,False
C10102,Daniel Miller,Female,24,Los Angeles,USA,VIP,2023-12-16,False
C10103,Omar Williams,Male,54,Manchester,UK,New,2022-12-05,True
C10104,Ava Clark,Female,36,Chicago,USA,Regular,2023-06-08,False
C10105,Sana Anderson,Female,34,Riyadh,Saudi Arabia,VIP,2025-08-24,False
C10106,Sophia Johnson,Male,26,Dubai,UAE,Premium,2024-08-06,True
C10107,James Ahmed,Male,66,Karachi,Pakistan,Regular,2025-03-27,True
C10108,Ali Shah,Female,41,Multan,Pakistan,Regular,2021-11-22,False
C10109,Ali Anderson,Female,18,Lahore,Pakistan,Regular,2024-12-09,False
C10110,James Williams,Male,24,Los Angeles,USA,New,2021-09-05,True
C10111,Imran Chaudhry,Female,35,Vancouver,Canada,VIP,2022-02-12,False
C10112,Mariam Butt,Female,61,Toronto,Canada,VIP,2024-02-21,True
C10113,Tariq Brown,Female,21,Berlin,Germany,Premium,2021-12-06,True
C10114,John Smith,Male,51,Paris,France,New,2024-04-07,False
C10115,Ava Ahmed,Female,52,Karachi,Pakistan,Premium,2023-01-06,False
C10116,Faisal Raza,Female,22,Abu Dhabi,UAE,Regular,2021-10-08,False
C10117,Tariq Raza,Male,50,London,UK,Premium,2025-06-02,True
C10118,James Ahmed,Female,56,Riyadh,Saudi Arabia,VIP,2024-10-13,False
C10119,Olivia Davis,Female,32,Jeddah,Saudi Arabia,Regular,2021-07-14,True
C10120,Ahmed Lewis,Female,69,Berlin,Germany,Regular,2025-02-03,False
C10121,Michael Raza,Female,38,Berlin,Germany,Regular,2022-02-01,False
C10122,David Chaudhry,Male,26,Manchester,UK,Regular,2024-07-15,False
C10123,Ahmed Johnson,Male,56,Lahore,Pakistan,Premium,2021-06-28,False
C10124,Noor Brown,Male,64,Doha,Qatar,New,2021-04-19,True
C10125,Bilal Chaudhry,Female,35,Dubai,UAE,Regular,2024-02-06,False
C10126,Zara Miller,Male,41,Paris,France,Regular,2023-04-24,False
C10127,Usman Davis,Male,26,Vancouver,Canada,Regular,2025-07-11,False
C10128,Omar Williams,Male,37,Madrid,Spain,Regular,2023-12-07,False
C10129,Tariq Smith,Female,65,Dubai,UAE,Premium,2023-08-19,True
C10130,Hassan Brown,Female,25,Berlin,Germany,New,2023-04-19,True
C10131,Sophia Davis,Male,46,Lahore,Pakistan,VIP,2025-12-03,False
C10132,John Farooq,Male,34,Multan,Pakistan,Premium,2024-12-14,False
C10133,Laila Miller,Female,52,Madrid,Spain,Premium,2021-12-14,True
C10134,Laila Ahmed,Male,67,Chicago,USA,Regular,2023-11-12,True
C10135,Faisal Brown,Female,68,Karachi,Pakistan,Regular,2025-01-04,False
C10136,Sophia Wilson,Male,46,Los Angeles,USA,Regular,2022-08-25,True
C10137,Sana Siddiqui,Female,44,Lahore,Pakistan,New,2023-02-04,True
C10138,Omar Davis,Male,51,Doha,Qatar,Regular,2023-08-04,False
C10139,Ahmed Farooq,Male,69,London,UK,Premium,2024-01-28,False
C10140,Ava Butt,Male,53,Dubai,UAE,Regular,2021-09-14,False
C10141,John Iqbal,Male,58,Berlin,Germany,Premium,2022-07-01,True
C10142,Noor Brown,Male,63,Toronto,Canada,Regular,2024-05-25,True
C10143,Olivia Anderson,Male,41,Faisalabad,Pakistan,Regular,2025-08-04,False
C10144,John Smith,Female,57,Los Angeles,USA,Regular,2024-02-12,False
C10145,Hina Farooq,Male,61,Vancouver,Canada,Regular,2024-02-08,False
C10146,Fatima Raza,Female,44,Dubai,UAE,Premium,2021-10-13,False
C10147,John Anderson,Male,53,New York,USA,Regular,2022-05-05,True
C10148,Laila Malik,Female,18,Madrid,Spain,Regular,2023-04-27,False
C10149,John Miller,Female,61,Los Angeles,USA,Regular,2025-12-27,False
C10150,Ahmed Clark,Male,68,Dubai,UAE,VIP,2024-05-02,False
C10151,Zara Iqbal,Female,54,Chicago,USA,Premium,2022-08-18,True
C10152,Hassan Anderson,Female,52,Faisalabad,Pakistan,VIP,2025-01-25,False
C10153,Noor Siddiqui,Male,37,Abu Dhabi,UAE,New,2025-01-15,False
C10154,Kamran Siddiqui,Male,31,Islamabad,Pakistan,VIP,2023-10-23,False
C10155,Hina Lewis,Male,68,Paris,France,Regular,2025-04-26,True
C10156,Amina Chaudhry,Male,38,Manchester,UK,New,2025-05-10,False
C10157,Bilal Williams,Male,35,Faisalabad,Pakistan,New,2025-03-23,True
C10158,Michael Smith,Male,66,Multan,Pakistan,VIP,2022-07-16,True
C10159,John Williams,Female,46,Jeddah,Saudi Arabia,Regular,2025-02-13,False
C10160,Sana Smith,Male,67,Madrid,Spain,VIP,2023-02-24,False
C10161,Olivia Anderson,Female,31,Islamabad,Pakistan,New,2023-04-16,False
C10162,Omar Anderson,Male,54,Doha,Qatar,New,2023-06-22,True
C10163,John Davis,Male,25,Faisalabad,Pakistan,New,2021-03-15,False
C10164,Usman Raza,Female,28,Paris,France,New,2021-05-03,False
C10165,Fatima Iqbal,Male,43,Islamabad,Pakistan,Premium,2023-12-23,True
C10166,Michael Siddiqui,Male,31,Islamabad,Pakistan,Regular,2024-03-19,True
C10167,Ali Khan,Female,70,Madrid,Spain,Regular,2025-07-23,True
C10168,Mariam Brown,Male,64,Islamabad,Pakistan,VIP,2024-02-11,False
C10169,Tariq Raza,Male,22,Multan,Pakistan,Premium,2023-01-20,True
C10170,Sophia Shah,Male,44,Manchester,UK,Premium,2024-08-28,True
C10171,Bilal Siddiqui,Female,40,Faisalabad,Pakistan,New,2021-06-26,True
C10172,John Ahmed,Male,53,Jeddah,Saudi Arabia,Premium,2022-12-20,False
C10173,Usman Wilson,Male,65,Doha,Qatar,Regular,2021-11-02,True
C10174,Ayesha Butt,Female,58,Berlin,Germany,Premium,2024-09-01,False
C10175,Tariq Clark,Female,41,Multan,Pakistan,Premium,2023-03-25,False
C10176,Faisal Ahmed,Male,34,Lahore,Pakistan,Regular,2021-01-26,False
C10177,John Wilson,Female,45,Doha,Qatar,Premium,2025-02-21,True
C10178,Zara Ahmed,Male,69,Islamabad,Pakistan,Regular,2023-06-13,True
C10179,Sophia Butt,Male,33,Paris,France,Regular,2023-07-04,False
C10180,Sara Farooq,Male,25,Vancouver,Canada,Regular,2025-03-23,True
C10181,Fatima Wilson,Female,28,New York,USA,Regular,2022-12-25,False
C10182,Omar Williams,Female,51,Lahore,Pakistan,Regular,2021-12-19,True
C10183,Imran Johnson,Male,49,Madrid,Spain,New,2024-03-12,True
C10184,Daniel Clark,Male,32,Faisalabad,Pakistan,Premium,2023-01-02,True
C10185,Sana Johnson,Female,27,Karachi,Pakistan,Regular,2022-01-18,False
C10186,Mariam Williams,Female,35,London,UK,VIP,2022-10-12,True
C10187,Hina Butt,Male,43,Karachi,Pakistan,Regular,2025-08-28,False
C10188,Ahmed Anderson,Female,18,London,UK,Regular,2023-05-19,False
C10189,Kamran Johnson,Female,67,Riyadh,Saudi Arabia,VIP,2025-12-18,True
C10190,Ava Williams,Male,32,Lahore,Pakistan,Premium,2022-11-27,True
C10191,David Brown,Female,24,Lahore,Pakistan,Regular,2023-04-14,False
C10192,Michael Chaudhry,Male,20,Multan,Pakistan,New,2021-09-14,False
C10193,Faisal Siddiqui,Male,58,Islamabad,Pakistan,VIP,2024-02-19,True
C10194,Mariam Farooq,Female,38,Multan,Pakistan,New,2024-07-23,False
C10195,Hassan Butt,Male,30,Madrid,Spain,Regular,2023-10-04,True
C10196,Kamran Davis,Female,44,Dubai,UAE,Regular,2021-06-25,True
C10197,Kamran Chaudhry,Male,23,Doha,Qatar,Regular,2024-11-10,True
C10198,Bilal Ahmed,Male,40,London,UK,Regular,2022-01-22,False
C10199,Ali Brown,Female,53,Dubai,UAE,Premium,2023-04-04,False
C10200,Ayesha Khan,Male,67,Multan,Pakistan,New,2021-03-07,False
C10201,Faisal Clark,Female,70,Islamabad,Pakistan,Regular,2023-02-07,False
C10202,Daniel Smith,Male,20,Islamabad,Pakistan,New,2022-01-06,False
C10203,Ali Brown,Female,29,New York,USA,Regular,2024-03-09,False
C10204,Sara Lewis,Male,59,Multan,Pakistan,Regular,2024-07-18,False
C10205,Hassan Brown,Male,44,Islamabad,Pakistan,Regular,2021-09-08,True
C10206,Sana Anderson,Female,40,Manchester,UK,New,2024-09-11,False
C10207,Ali Smith,Male,19,Dubai,UAE,New,2023-05-02,False
C10208,David Clark,Male,28,Manchester,UK,Regular,2025-11-08,False
C10209,David Butt,Female,40,Karachi,Pakistan,New,2025-03-06,True
C10210,Olivia Johnson,Male,63,London,UK,Premium,2025-10-19,True
C10211,James Miller,Female,29,Abu Dhabi,UAE,Regular,2025-02-02,True
C10212,Ali Wilson,Female,18,Riyadh,Saudi Arabia,Regular,2025-10-07,True
C10213,Ava Smith,Male,19,Dubai,UAE,Regular,2023-12-05,True
C10214,Ahmed Johnson,Female,55,Manchester,UK,Regular,2025-05-11,True
C10215,Olivia Miller,Female,29,Paris,France,Premium,2022-09-23,False
C10216,James Iqbal,Female,37,Toronto,Canada,Premium,2022-05-05,True
C10217,Tariq Clark,Male,29,Toronto,Canada,Premium,2021-10-08,True
C10218,Omar Ahmed,Male,40,Multan,Pakistan,New,2024-03-21,True
C10219,Ali Chaudhry,Male,33,Madrid,Spain,Premium,2023-06-09,True
C10220,Tariq Davis,Female,28,Karachi,Pakistan,New,2021-08-13,False
C10221,Ayesha Miller,Male,28,Berlin,Germany,Regular,2025-01-10,True
C10222,Ayesha Ahmed,Female,28,Jeddah,Saudi Arabia,New,2023-03-24,True
C10223,Omar Lewis,Female,63,Islamabad,Pakistan,Regular,2025-11-06,False
C10224,Ayesha Smith,Male,30,Karachi,Pakistan,Regular,2022-09-24,False
C10225,Mariam Siddiqui,Male,43,Doha,Qatar,Premium,2023-08-05,True
C10226,Noor Ahmed,Female,70,Lahore,Pakistan,Premium,2023-10-16,True
C10227,Usman Iqbal,Female,23,Lahore,Pakistan,Regular,2021-02-10,False
C10228,Daniel Chaudhry,Male,59,New York,USA,Premium,2024-03-12,False
C10229,Kamran Malik,Female,46,Dubai,UAE,Regular,2023-04-27,False
C10230,Bilal Siddiqui,Male,60,Karachi,Pakistan,Regular,2025-09-14,True
C10231,James Brown,Female,52,Karachi,Pakistan,Premium,2025-08-19,True
C10232,Ahmed Brown,Male,50,Doha,Qatar,Premium,2024-09-26,True
C10233,Hina Iqbal,Male,69,Madrid,Spain,Regular,2021-01-14,True
C10234,James Raza,Female,38,Abu Dhabi,UAE,New,2024-02-03,False
C10235,Amina Smith,Female,51,Berlin,Germany,Regular,2025-01-26,False
C10236,Bilal Raza,Male,24,Paris,France,Premium,2021-02-26,False
C10237,Daniel Williams,Female,42,Manchester,UK,Premium,2025-10-20,False
C10238,Hassan Brown,Male,57,Dubai,UAE,Premium,2021-12-13,True
C10239,Michael Butt,Male,65,London,UK,Regular,2024-05-12,True
C10240,Zara Chaudhry,Female,62,Doha,Qatar,Premium,2023-04-05,False
C10241,Hassan Williams,Male,30,London,UK,Regular,2024-07-24,False
C10242,James Malik,Male,22,Manchester,UK,Regular,2025-09-13,True
C10243,Ali Iqbal,Male,30,Toronto,Canada,VIP,2025-04-02,False
C10244,Michael Shah,Female,41,Manchester,UK,VIP,2021-09-13,True
C10245,Fatima Miller,Female,29,Riyadh,Saudi Arabia,New,2021-08-19,False
C10246,James Chaudhry,Male,36,Dubai,UAE,Regular,2023-01-06,True
C10247,Emily Shah,Female,59,Riyadh,Saudi Arabia,Regular,2022-01-28,True
C10248,John Iqbal,Male,32,Multan,Pakistan,Regular,2024-05-23,False
C10249,Emma Johnson,Female,34,Berlin,Germany,Regular,2024-05-22,False
C10250,Ali Wilson,Female,53,Faisalabad,Pakistan,Premium,2025-10-10,False
C10251,Ahmed Smith,Female,58,New York,USA,Regular,2021-05-09,False
C10252,Imran Butt,Male,69,Multan,Pakistan,New,2022-10-13,False
C10253,John Miller,Female,34,Lahore,Pakistan,New,2022-07-13,True
C10254,James Shah,Female,64,Toronto,Canada,Premium,2025-11-18,False
C10255,Zara Iqbal,Male,36,Los Angeles,USA,Regular,2023-03-24,False
C10256,Emily Smith,Male,32,Dubai,UAE,Regular,2025-12-28,False
C10257,Fatima Chaudhry,Female,47,London,UK,New,2024-08-02,True
C10258,Imran Siddiqui,Female,51,Abu Dhabi,UAE,Regular,2024-01-28,True
C10259,Omar Williams,Female,27,Abu Dhabi,UAE,Regular,2022-12-06,True
C10260,John Iqbal,Female,58,London,UK,Regular,2024-08-09,True
C10261,David Iqbal,Female,68,Toronto,Canada,VIP,2022-02-05,False
C10262,Noor Miller,Female,18,Berlin,Germany,Regular,2024-04-24,False
C10263,David Wilson,Male,19,London,UK,Premium,2021-11-24,True
C10264,Zara Raza,Male,42,Manchester,UK,Premium,2022-05-06,True
C10265,Zara Davis,Female,45,Doha,Qatar,New,2021-03-11,False
C10266,Hina Brown,Male,32,Abu Dhabi,UAE,Regular,2023-03-07,True
C10267,Hina Siddiqui,Female,63,Los Angeles,USA,Premium,2025-01-13,False
C10268,Sara Lewis,Male,60,Vancouver,Canada,Regular,2025-01-02,True
C10269,Tariq Siddiqui,Female,48,Madrid,Spain,Premium,2024-04-23,True
C10270,Emily Siddiqui,Female,57,Paris,France,Premium,2023-03-14,True
C10271,Ayesha Farooq,Male,68,Vancouver,Canada,Regular,2025-04-20,True
C10272,Usman Johnson,Female,36,Los Angeles,USA,Regular,2023-09-16,True
C10273,Mariam Khan,Male,60,London,UK,Regular,2024-02-27,False
C10274,David Wilson,Male,64,Islamabad,Pakistan,Premium,2022-05-21,True
C10275,Hassan Davis,Male,24,Doha,Qatar,VIP,2024-01-28,False
C10276,Noor Siddiqui,Male,66,London,UK,New,2023-01-28,True
C10277,Fatima Davis,Female,64,London,UK,Regular,2022-06-06,True
C10278,Kamran Chaudhry,Female,62,Berlin,Germany,New,2024-07-21,True
C10279,Michael Malik,Male,24,Multan,Pakistan,Regular,2021-10-16,False
C10280,Tariq Johnson,Male,61,Vancouver,Canada,New,2022-12-05,False
C10281,Daniel Williams,Female,20,Faisalabad,Pakistan,Regular,2024-11-11,True
C10282,Sophia Clark,Male,60,Toronto,Canada,New,2025-09-17,True
C10283,Sana Johnson,Female,27,Riyadh,Saudi Arabia,VIP,2024-09-20,True
C10284,Imran Miller,Female,28,Dubai,UAE,Regular,2021-08-11,True
C10285,Sara Wilson,Male,53,Jeddah,Saudi Arabia,Premium,2023-07-27,True
C10286,Kamran Clark,Female,23,Madrid,Spain,New,2021-08-11,True
C10287,Ayesha Brown,Female,20,Lahore,Pakistan,Premium,2024-01-27,True
C10288,John Farooq,Male,59,Vancouver,Canada,Premium,2025-06-12,True
C10289,Omar Anderson,Female,63,Madrid,Spain,Premium,2022-12-15,True
C10290,Ali Smith,Female,58,Riyadh,Saudi Arabia,New,2021-05-18,False
C10291,Daniel Iqbal,Female,26,Karachi,Pakistan,VIP,2021-12-24,False
C10292,Laila Shah,Male,25,Jeddah,Saudi Arabia,New,2021-07-07,False
C10293,Ayesha Williams,Male,58,London,UK,VIP,2022-10-04,False
C10294,Imran Raza,Female,18,Toronto,Canada,Premium,2024-01-18,False
C10295,Ava Wilson,Male,62,New York,USA,Premium,2025-12-27,True
C10296,Emily Lewis,Female,50,Berlin,Germany,New,2021-07-20,True
C10297,Omar Farooq,Female,69,Berlin,Germany,Regular,2023-07-20,False
C10298,Michael Anderson,Male,30,London,UK,Regular,2025-12-10,False
C10299,Imran Anderson,Female,63,Dubai,UAE,Regular,2022-06-18,False
C10300,Emily Williams,Female,45,Toronto,Canada,VIP,2025-09-04,True
C10301,Sara Malik,Male,35,Multan,Pakistan,VIP,2024-03-10,False
C10302,Michael Farooq,Male,66,Karachi,Pakistan,Premium,2022-06-27,False
C10303,Emma Anderson,Male,65,Vancouver,Canada,Premium,2021-07-08,False
C10304,Tariq Williams,Female,53,Berlin,Germany,Regular,2021-12-09,True
C10305,James Butt,Female,66,Madrid,Spain,Premium,2025-12-20,True
C10306,Kamran Iqbal,Male,29,Doha,Qatar,New,2022-12-17,True
C10307,Noor Chaudhry,Female,26,Karachi,Pakistan,Regular,2024-05-01,False
C10308,Sara Raza,Female,56,Multan,Pakistan,Regular,2024-11-20,False
C10309,Amina Johnson,Male,68,Toronto,Canada,Premium,2024-09-08,True
C10310,Olivia Wilson,Male,44,Islamabad,Pakistan,Premium,2025-07-03,False
C10311,Emily Smith,Female,41,Abu Dhabi,UAE,Regular,2022-10-17,False
C10312,Ayesha Johnson,Female,33,Lahore,Pakistan,New,2025-10-20,True
C10313,Tariq Siddiqui,Female,34,London,UK,Premium,2021-05-01,False
C10314,Kamran Miller,Male,36,Los Angeles,USA,New,2025-04-11,True
C10315,David Anderson,Male,58,Dubai,UAE,Regular,2021-11-21,True
C10316,Usman Anderson,Female,59,Faisalabad,Pakistan,VIP,2024-02-24,True
C10317,Michael Smith,Male,23,Madrid,Spain,Regular,2021-03-26,False
C10318,Faisal Butt,Female,44,Islamabad,Pakistan,Regular,2025-11-13,False
C10319,Tariq Siddiqui,Male,59,Lahore,Pakistan,Premium,2023-02-25,True
C10320,Ava Wilson,Male,36,Manchester,UK,VIP,2021-05-20,True
C10321,Tariq Brown,Male,48,Madrid,Spain,Regular,2023-04-05,False
C10322,John Raza,Female,61,Doha,Qatar,New,2025-12-21,False
C10323,Emma Anderson,Male,25,Chicago,USA,Regular,2021-10-20,False
C10324,Ahmed Farooq,Male,65,Chicago,USA,Premium,2025-12-12,True
C10325,Bilal Iqbal,Male,32,Los Angeles,USA,Premium,2024-05-07,True
C10326,Emma Malik,Female,59,Toronto,Canada,Premium,2022-05-22,True
C10327,Usman Clark,Female,39,Faisalabad,Pakistan,Regular,2023-11-21,True
C10328,Laila Ahmed,Male,38,Doha,Qatar,Regular,2021-06-20,False
C10329,Faisal Clark,Female,69,Multan,Pakistan,Regular,2025-07-06,True
C10330,Olivia Butt,Female,35,Riyadh,Saudi Arabia,VIP,2023-03-22,False
C10331,Kamran Johnson,Female,49,Madrid,Spain,Premium,2024-03-21,True
C10332,Daniel Anderson,Male,34,Multan,Pakistan,Premium,2023-11-03,True
C10333,John Khan,Female,67,Los Angeles,USA,Premium,2021-01-18,False
C10334,Sana Raza,Female,43,Chicago,USA,Regular,2025-10-24,False
C10335,Imran Wilson,Male,43,Madrid,Spain,Regular,2022-01-22,True
C10336,David Wilson,Male,46,Dubai,UAE,Regular,2025-10-19,True
C10337,Sara Butt,Female,32,Manchester,UK,Regular,2024-06-08,True
C10338,Ava Johnson,Female,48,Los Angeles,USA,New,2022-01-02,False
C10339,John Chaudhry,Female,55,Los Angeles,USA,Premium,2021-03-13,False
C10340,John Ahmed,Female,42,Toronto,Canada,New,2023-04-17,False
C10341,Sana Miller,Male,50,Manchester,UK,New,2023-08-06,True
C10342,John Chaudhry,Male,27,Los Angeles,USA,Regular,2021-06-20,True
C10343,Olivia Smith,Male,48,Paris,France,Premium,2022-08-07,True
C10344,Mariam Malik,Male,54,Lahore,Pakistan,Premium,2024-03-21,True
C10345,Sara Iqbal,Female,29,Multan,Pakistan,Premium,2025-07-20,True
C10346,Usman Davis,Female,48,Islamabad,Pakistan,Regular,2023-07-20,True
C10347,Laila Wilson,Female,28,Dubai,UAE,Premium,2025-06-15,True
C10348,Tariq Raza,Male,19,Berlin,Germany,Regular,2022-09-22,False
C10349,Ayesha Iqbal,Female,57,Vancouver,Canada,Premium,2022-09-17,True
C10350,Emily Raza,Male,67,New York,USA,Premium,2021-07-17,False
C10351,Michael Wilson,Female,32,Karachi,Pakistan,New,2023-08-26,False
C10352,Olivia Clark,Male,45,Toronto,Canada,Regular,2023-08-25,True
C10353,Laila Anderson,Female,34,Doha,Qatar,Regular,2021-12-24,True
